compression mode LiteralsLengths - FseCompressed(State,Sym,BL,NB
0 10 3 11039
0 8 7 11040
0 10 2 11041
0 8 5 11042
3 16 19 11043
2 16 2 11044
0 15 4 11045
0 16 2 11046
2 14 3 11047
0 7 6 11048
0 16 2 11049
0 13 6 11050
0 15 3 11051
0 10 2 11052
1 10 2 11053
3 16 2 11054
0 16 3 11055
0 15 6 11056
0 12 3 11057
2 15 3 11058
0 14 5 11059
0 9 3 11060
1 16 5 11061
0 16 6 11062
2 16 3 11063
1 16 5 11064
0 15 3 11065
0 15 2 11066
0 9 3 11067
0 9 5 11068
0 7 2 11069
5 13 5 11070
0 11 2 11071
5 12 8 11072
1 15 5 11073
0 14 2 11074
0 16 2 11075
0 12 3 11076
0 15 5 11077
0 13 30 11078
0 15 5 11079
0 16 2 11080
4 13 3 11081
3 7 5 11082
0 16 3 11083
0 11 5 11084
0 12 6 11085
0 16 4 11086
0 16 5 11087
1 14 5 11088
1 14 5 11089
0 13 2 11090
0 16 2 11091
0 12 5 11092
0 11 5 11093
0 11 2 11094
1 16 2 11095
0 16 5 11096
0 13 9 11097
0 12 5 11098
0 14 3 11099
8 6 2 11100
0 17 8 11101
0 12 4 11102
1 15 5 11103
1 16 3 11104
6 9 3 11105
0 10 3 11106
0 16 7 11107
0 16 3 11108
0 16 2 11109
0 6 6 11110
0 17 2 11111
0 15 2 11112
0 16 2 11113
0 16 2 11114
0 10 4 11115
1 16 5 11116
2 15 5 11117
3 16 2 11118
0 10 2 11119
0 15 7 11120
0 13 3 11121
0 7 3 11122
6 15 2 11123
1 16 9 11124
0 8 5 11125
0 16 2 11126
3 16 3 11127
1 14 6 11128
2 9 2 11129
0 17 7 11130
0 15 5 11131
16 17 5 11132
0 15 3 11133
0 14 4 11134
0 15 6 11135
1 14 2 11136
1 14 7 11137
0 14 3 11138
4 15 4 11139
0 16 2 11140
4 14 3 11141
4 9 2 11142
0 14 3 11143
0 16 5 11144
0 14 3 11145
0 8 3 11146
1 15 2 11147
0 13 4 11148
1 7 5 11149
0 9 3 11150
0 13 6 11151
2 16 2 11152
0 16 3 11153
0 13 2 11154
1 12 3 11155
0 8 5 11156
2 16 3 11157
4 14 5 11158
0 11 2 11159
0 16 6 11160
0 10 2 11161
0 5 6 11162
4 17 8 11163
0 7 6 11164
1 16 5 11165
3 17 3 11166
0 17 2 11167
0 14 4 11168
0 15 6 11169
0 16 3 11170
0 17 2 11171
0 14 5 11172
1 13 8 11173
0 15 5 11174
0 16 5 11175
0 15 2 11176
0 7 3 11177
2 17 2 11178
0 15 2 11179
1 15 2 11180
0 17 2 11181
0 15 9 11182
0 11 8 11183
0 15 3 11184
0 12 3 11185
2 14 5 11186
0 14 4 11187
0 16 4 11188
3 11 2 11189
0 17 3 11190
0 13 3 11191
0 13 2 11192
5 13 2 11193
0 15 5 11194
0 12 2 11195
4 11 2 11196
0 14 3 11197
0 10 3 11198
0 13 4 11199
1 9 5 11200
15 16 5 11201
0 13 8 11202
1 14 2 11203
1 15 3 11204
0 14 5 11205
0 15 8 11206
1 16 4 11207
0 15 7 11208
0 11 6 11209
2 14 10 11210
0 14 2 11211
0 15 5 11212
0 10 5 11213
1 17 3 11214
0 10 5 11215
0 15 8 11216
0 15 4 11217
0 12 4 11218
3 10 6 11219
0 14 2 11220
0 16 2 11221
0 14 17 11222
0 16 7 11223
0 13 3 11224
0 14 5 11225
0 17 5 11226
1 6 4 11227
0 14 22 11228
0 17 5 11229
0 17 2 11230
0 16 4 11231
0 8 2 11232
0 13 6 11233
0 12 2 11234
2 16 6 11235
0 16 2 11236
0 15 4 11237
0 7 6 11238
0 13 2 11239
0 13 6 11240
3 14 2 11241
0 15 2 11242
5 7 8 11243
0 14 2 11244
0 9 3 11245
0 11 2 11246
0 17 8 11247
2 11 5 11248
0 9 5 11249
1 10 2 11250
17 14 5 11251
0 17 3 11252
0 15 3 11253
0 13 5 11254
4 14 2 11255
1 15 3 11256
0 9 5 11257
0 7 2 11258
0 15 6 11259
0 17 5 11260
1 9 2 11261
0 12 6 11262
0 12 2 11263
0 15 3 11264
1 8 5 11265
1 13 5 11266
0 14 5 11267
0 13 4 11268
0 16 4 11269
0 15 6 11270
0 15 2 11271
0 12 6 11272
0 12 6 11273
0 13 6 11274
3 16 2 11275
0 14 2 11276
5 15 8 11277
2 15 2 11278
0 13 5 11279
1 16 6 11280
0 14 2 11281
0 15 5 11282
0 17 5 11283
0 15 7 11284
0 13 2 11285
0 15 2 11286
0 16 5 11287
0 14 6 11288
2 13 2 11289
0 15 5 11290
5 15 7 11291
1 11 2 11292
1 14 6 11293
0 9 4 11294
5 13 3 11295
0 0 4 11296
3 5 8 11297
0 12 6 11298
1 3 2 11299
5 8 5 11300
0 16 2 11301
1 15 3 11302
0 14 2 11303
0 15 5 11304
0 6 6 11305
0 14 2 11306
0 17 9 11307
1 14 9 11308
0 9 4 11309
0 17 3 11310
0 16 6 11311
0 10 2 11312
0 17 9 11313
0 14 22 11314
0 14 2 11315
0 16 2 11316
0 12 2 11317
0 11 3 11318
0 14 3 11319
0 9 7 11320
0 16 3 11321
1 13 5 11322
0 16 8 11323
0 16 6 11324
0 10 2 11325
2 10 2 11326
0 15 4 11327
0 14 4 11328
5 11 3 11329
0 13 2 11330
0 11 6 11331
0 15 5 11332
0 13 7 11333
1 15 2 11334
1 15 5 11335
0 16 6 11336
0 12 8 11337
0 15 2 11338
1 13 7 11339
2 16 3 11340
0 16 5 11341
0 16 2 11342
1 17 3 11343
8 10 2 11344
0 15 5 11345
1 7 8 11346
0 17 5 11347
0 14 3 11348
0 11 5 11349
0 16 2 11350
3 13 4 11351
2 16 2 11352
0 12 5 11353
0 15 6 11354
0 7 17 11355
2 15 4 11356
0 16 2 11357
0 15 2 11358
0 9 2 11359
0 15 5 11360
0 12 4 11361
0 15 6 11362
1 12 2 11363
0 15 6 11364
0 13 8 11365
0 14 4 11366
1 16 4 11367
0 15 3 11368
0 15 2 11369
0 14 2 11370
1 17 2 11371
0 14 8 11372
1 15 2 11373
1 16 3 11374
0 8 2 11375
0 16 2 11376
0 15 4 11377
0 13 2 11378
0 14 5 11379
0 14 3 11380
0 13 3 11381
0 11 5 11382
0 7 5 11383
2 14 7 11384
0 6 5 11385
0 13 2 11386
1 14 9 11387
0 15 5 11388
1 10 2 11389
0 16 2 11390
0 15 2 11391
0 12 5 11392
0 16 2 11393
0 8 2 11394
0 14 8 11395
1 16 2 11396
0 14 2 11397
2 13 2 11398
0 16 5 11399
0 9 2 11400
8 17 7 11401
0 11 5 11402
0 15 2 11403
1 16 3 11404
0 16 7 11405
4 14 2 11406
0 10 2 11407
0 12 8 11408
0 13 5 11409
0 11 20 11410
1 15 2 11411
0 15 2 11412
1 14 8 11413
1 17 2 11414
1 7 2 11415
5 15 2 11416
0 10 6 11417
2 16 2 11418
0 10 6 11419
3 17 2 11420
1 14 6 11421
0 14 5 11422
0 16 4 11423
0 14 6 11424
0 14 5 11425
0 11 5 11426
0 11 5 11427
0 12 3 11428
1 15 2 11429
1 13 4 11430
1 14 5 11431
0 11 2 11432
0 14 2 11433
0 4 4 11434
0 17 2 11435
4 14 6 11436
0 14 3 11437
1 11 2 11438
0 14 2 11439
0 15 2 11440
1 16 2 11441
0 11 2 11442
0 11 10 11443
0 16 5 11444
0 16 9 11445
0 15 3 11446
0 6 4 11447
0 10 5 11448
3 15 8 11449
0 14 3 11450
1 13 2 11451
0 15 5 11452
0 17 2 11453
2 16 4 11454
13 12 6 11455
0 14 5 11456
0 14 4 11457
0 10 2 11458
0 15 3 11459
2 10 5 11460
0 10 3 11461
0 16 3 11462
0 5 5 11463
0 7 5 11464
0 10 2 11465
0 14 6 11466
2 15 9 11467
0 15 2 11468
5 10 3 11469
2 14 7 11470
1 3 2 11471
0 13 9 11472
0 16 11 11473
0 14 10 11474
0 16 2 11475
0 12 2 11476
1 17 2 11477
6 9 6 11478
0 12 6 11479
1 8 2 11480
1 17 2 11481
1 16 5 11482
0 10 5 11483
0 12 3 11484
0 12 7 11485
1 16 5 11486
0 16 2 11487
0 16 8 11488
0 14 4 11489
0 11 5 11490
1 9 2 11491
1 12 3 11492
0 17 5 11493
0 14 2 11494
1 13 2 11495
1 10 3 11496
0 16 8 11497
0 16 6 11498
0 12 9 11499
0 11 3 11500
0 13 5 11501
0 12 8 11502
0 15 7 11503
0 17 3 11504
15 16 2 11505
0 14 5 11506
2 13 6 11507
0 10 4 11508
0 13 5 11509
0 14 4 11510
0 12 8 11511
0 14 8 11512
0 17 2 11513
2 16 2 11514
0 10 2 11515
0 14 5 11516
1 12 11 11517
0 15 2 11518
1 13 2 11519
1 9 5 11520
0 15 7 11521
7 15 8 11522
0 15 5 11523
0 15 3 11524
0 15 6 11525
0 15 10 11526
0 8 8 11527
2 16 2 11528
0 16 10 11529
0 8 3 11530
0 12 10 11531
0 15 2 11532
1 14 8 11533
0 13 2 11534
0 14 2 11535
1 17 5 11536
0 12 4 11537
2 12 2 11538
0 13 4 11539
0 17 2 11540
1 15 5 11541
0 17 9 11542
1 12 6 11543
0 11 3 11544
0 12 5 11545
0 17 2 11546
0 14 2 11547
5 15 2 11548
0 13 8 11549
0 16 5 11550
0 11 5 11551
3 14 2 11552
10 10 4 11553
5 15 5 11554
0 12 5 11555
0 13 6 11556
0 12 4 11557
4 13 7 11558
0 8 2 11559
0 15 6 11560
0 14 6 11561
0 13 2 11562
0 14 3 11563
5 15 5 11564
0 10 4 11565
0 8 6 11566
0 14 2 11567
0 15 4 11568
0 11 3 11569
0 12 12 11570
0 11 2 11571
1 17 5 11572
0 15 5 11573
0 12 5 11574
2 16 2 11575
3 15 5 11576
0 17 2 11577
0 12 3 11578
0 17 4 11579
0 15 4 11580
4 7 2 11581
0 9 2 11582
0 12 6 11583
0 15 3 11584
7 16 5 11585
1 6 2 11586
1 16 3 11587
0 10 3 11588
0 13 4 11589
0 14 6 11590
2 12 5 11591
1 12 5 11592
15 13 2 11593
0 16 2 11594
0 15 5 11595
2 15 11 11596
0 11 3 11597
0 13 5 11598
0 12 7 11599
1 15 4 11600
0 14 2 11601
0 13 2 11602
0 15 2 11603
3 15 6 11604
0 16 6 11605
0 15 7 11606
2 13 5 11607
0 16 4 11608
0 8 2 11609
0 16 4 11610
3 13 2 11611
1 14 5 11612
0 14 3 11613
0 14 3 11614
0 14 4 11615
0 14 2 11616
0 9 7 11617
1 13 2 11618
0 13 4 11619
0 9 6 11620
0 13 5 11621
0 16 2 11622
0 14 5 11623
0 17 2 11624
0 15 5 11625
2 16 2 11626
2 16 2 11627
0 15 4 11628
0 10 2 11629
0 13 9 11630
0 13 3 11631
0 14 3 11632
0 7 6 11633
0 14 2 11634
0 14 2 11635
0 13 8 11636
0 16 5 11637
0 10 3 11638
0 16 5 11639
0 15 6 11640
2 12 2 11641
3 15 3 11642
1 10 5 11643
0 17 5 11644
0 12 3 11645
0 13 2 11646
0 13 6 11647
0 16 17 11648
0 13 2 11649
5 13 5 11650
0 16 3 11651
0 13 3 11652
1 15 3 11653
0 16 11 11654
0 16 5 11655
1 14 2 11656
0 16 6 11657
0 16 2 11658
0 11 5 11659
0 10 6 11660
0 8 7 11661
1 16 6 11662
0 16 2 11663
0 16 10 11664
0 14 3 11665
0 8 5 11666
0 17 2 11667
0 9 2 11668
0 16 3 11669
0 14 3 11670
0 12 4 11671
0 15 11 11672
0 16 3 11673
1 12 2 11674
0 14 4 11675
0 17 6 11676
0 15 7 11677
2 15 2 11678
3 13 2 11679
0 16 2 11680
0 17 2 11681
0 15 8 11682
0 16 5 11683
0 12 4 11684
0 14 3 11685
0 15 6 11686
0 15 5 11687
0 16 3 11688
3 16 6 11689
0 15 2 11690
0 9 6 11691
0 16 5 11692
0 15 3 11693
0 11 24 11694
0 12 3 11695
4 15 10 11696
2 17 4 11697
0 16 5 11698
1 14 3 11699
0 14 5 11700
1 12 2 11701
0 14 2 11702
0 15 3 11703
0 9 9 11704
0 9 2 11705
4 15 7 11706
1 11 5 11707
1 11 5 11708
3 11 26 11709
0 13 5 11710
0 16 2 11711
0 15 2 11712
0 15 3 11713
0 17 2 11714
0 15 5 11715
2 16 4 11716
0 8 5 11717
1 0 4 11718
0 5 2 11719
0 17 5 11720
4 16 6 11721
1 11 2 11722
0 14 8 11723
3 17 6 11724
1 8 10 11725
0 14 3 11726
0 16 5 11727
0 13 5 11728
0 16 5 11729
0 16 6 11730
6 15 3 11731
0 15 2 11732
1 12 3 11733
0 16 8 11734
0 14 4 11735
2 10 8 11736
0 9 12 11737
0 14 2 11738
0 16 2 11739
0 16 4 11740
3 11 6 11741
0 17 7 11742
0 16 5 11743
0 13 6 11744
0 16 2 11745
0 15 9 11746
0 14 5 11747
0 15 2 11748
0 13 2 11749
0 12 7 11750
0 12 10 11751
0 15 6 11752
0 17 5 11753
0 15 9 11754
0 15 2 11755
0 15 3 11756
0 16 3 11757
5 8 6 11758
0 14 5 11759
0 14 5 11760
0 13 30 11761
1 15 2 11762
0 13 5 11763
1 7 7 11764
0 12 5 11765
1 13 6 11766
0 14 4 11767
0 15 7 11768
4 11 7 11769
2 14 5 11770
0 13 2 11771
1 16 3 11772
1 16 5 11773
0 16 4 11774
0 16 3 11775
0 17 3 11776
1 17 4 11777
0 10 3 11778
1 15 7 11779
0 14 8 11780
0 10 3 11781
0 16 2 11782
0 14 4 11783
0 11 3 11784
0 14 2 11785
0 9 6 11786
14 15 14 11787
0 12 8 11788
0 13 2 11789
0 8 6 11790
1 17 7 11791
0 13 3 11792
0 9 8 11793
0 12 2 11794
0 16 5 11795
0 13 4 11796
0 13 3 11797
4 14 6 11798
0 13 6 11799
0 15 2 11800
1 14 2 11801
0 16 6 11802
4 14 11 11803
0 16 6 11804
0 16 5 11805
2 7 7 11806
0 6 2 11807
1 16 5 11808
7 15 2 11809
0 16 2 11810
0 16 4 11811
1 16 2 11812
2 13 3 11813
0 13 6 11814
1 9 3 11815
1 14 5 11816
1 17 2 11817
2 17 15 11818
2 8 2 11819
0 14 3 11820
0 16 5 11821
0 16 6 11822
0 12 9 11823
0 11 5 11824
0 14 6 11825
0 8 5 11826
1 13 7 11827
0 17 2 11828
3 16 8 11829
0 15 4 11830
10 8 7 11831
0 16 2 11832
0 16 2 11833
0 16 2 11834
0 15 5 11835
0 15 4 11836
0 16 6 11837
15 14 7 11838
9 11 7 11839
0 11 4 11840
0 10 3 11841
0 13 2 11842
0 16 3 11843
1 9 2 11844
0 14 18 11845
0 13 12 11846
0 15 2 11847
8 12 6 11848
0 14 7 11849
3 12 6 11850
0 13 5 11851
0 12 5 11852
0 13 5 11853
2 15 5 11854
0 15 7 11855
1 12 5 11856
0 17 7 11857
0 14 6 11858
0 13 5 11859
0 11 5 11860
6 8 6 11861
0 12 3 11862
0 16 5 11863
0 15 2 11864
0 15 6 11865
0 15 9 11866
0 12 5 11867
1 14 5 11868
5 16 5 11869
0 15 2 11870
0 15 2 11871
0 11 3 11872
0 17 5 11873
3 15 7 11874
1 11 3 11875
0 12 5 11876
2 13 2 11877
0 16 5 11878
0 14 5 11879
2 13 2 11880
2 16 5 11881
0 17 5 11882
0 13 6 11883
0 10 5 11884
0 14 4 11885
0 17 2 11886
0 16 5 11887
0 11 6 11888
0 16 5 11889
0 12 4 11890
1 14 5 11891
4 16 23 11892
0 16 7 11893
0 16 4 11894
0 9 2 11895
0 13 2 11896
0 16 3 11897
0 16 4 11898
1 15 13 11899
0 15 2 11900
0 11 2 11901
0 16 3 11902
1 15 7 11903
0 16 2 11904
0 9 3 11905
1 11 2 11906
2 11 3 11907
1 13 2 11908
0 15 5 11909
0 16 2 11910
3 13 3 11911
0 14 24 11912
2 8 2 11913
0 13 2 11914
4 13 3 11915
0 12 6 11916
0 13 2 11917
0 10 4 11918
0 15 5 11919
2 17 4 11920
0 0 2 11921
0 5 14 11922
0 16 3 11923
0 9 9 11924
11 16 6 11925
0 11 5 11926
0 14 2 11927
0 15 2 11928
0 15 9 11929
0 16 7 11930
0 14 5 11931
0 13 5 11932
4 8 2 11933
1 16 7 11934
0 11 6 11935
1 11 2 11936
3 11 3 11937
0 17 8 11938
0 7 4 11939
2 12 6 11940
0 15 2 11941
1 14 5 11942
2 13 5 11943
1 12 4 11944
0 16 6 11945
0 15 2 11946
1 15 2 11947
4 16 3 11948
1 17 5 11949
0 16 2 11950
0 15 4 11951
1 16 2 11952
0 15 6 11953
0 14 4 11954
8 7 7 11955
0 17 2 11956
0 11 3 11957
2 8 4 11958
0 14 5 11959
0 16 2 11960
0 16 2 11961
0 16 2 11962
1 16 2 11963
0 15 2 11964
0 12 2 11965
2 17 2 11966
0 12 2 11967
6 16 4 11968
0 17 10 11969
0 15 3 11970
3 11 2 11971
0 14 6 11972
2 15 5 11973
0 15 2 11974
2 14 3 11975
0 16 2 11976
0 15 3 11977
4 16 5 11978
0 7 2 11979
0 16 4 11980
0 16 19 11981
1 12 2 11982
0 16 9 11983
0 17 9 11984
0 17 4 11985
0 11 5 11986
3 16 2 11987
0 15 2 11988
0 16 2 11989
1 16 6 11990
9 17 3 11991
0 15 2 11992
0 14 3 11993
1 8 5 11994
0 16 5 11995
0 15 2 11996
0 15 6 11997
0 16 5 11998
0 12 9 11999
0 15 4 12000
0 15 9 12001
2 14 6 12002
0 10 5 12003
3 12 5 12004
0 8 2 12005
0 6 5 12006
0 17 3 12007
1 12 2 12008
0 13 3 12009
0 12 5 12010
0 11 2 12011
0 16 3 12012
0 9 5 12013
0 11 7 12014
2 13 3 12015
0 15 2 12016
5 13 7 12017
7 16 3 12018
1 9 4 12019
0 15 2 12020
0 17 6 12021
0 13 11 12022
0 16 2 12023
0 14 3 12024
0 17 7 12025
5 10 8 12026
0 10 4 12027
0 16 2 12028
0 13 1 12029
0 9 2 12030
0 15 26 12031
0 16 2 12032
0 16 2 12033
0 15 2 12034
0 16 6 12035
0 10 2 12036
0 10 4 12037
0 16 2 12038
0 10 7 12039
0 16 7 12040
0 15 2 12041
0 13 5 12042
0 14 4 12043
2 13 2 12044
1 7 5 12045
0 15 9 12046
0 11 3 12047
0 15 5 12048
0 12 5 12049
1 11 6 12050
0 16 5 12051
3 12 2 12052
0 10 5 12053
0 14 2 12054
1 16 5 12055
2 10 5 12056
0 15 3 12057
0 12 2 12058
0 17 2 12059
0 16 3 12060
0 16 3 12061
1 14 2 12062
0 17 16 12063
0 14 7 12064
0 13 2 12065
0 15 3 12066
1 17 2 12067
1 14 5 12068
0 16 5 12069
0 15 2 12070
0 16 23 12071
1 10 5 12072
0 14 2 12073
1 16 2 12074
0 15 26 12075
1 17 4 12076
4 11 5 12077
0 11 2 12078
0 12 5 12079
0 10 2 12080
3 15 5 12081
0 16 5 12082
1 16 3 12083
0 14 2 12084
0 12 5 12085
1 12 4 12086
5 14 4 12087
1 12 3 12088
0 9 5 12089
0 12 3 12090
0 15 6 12091
1 8 2 12092
0 15 2 12093
0 15 2 12094
0 14 2 12095
1 13 7 12096
0 10 7 12097
3 14 5 12098
0 16 2 12099
0 16 4 12100
0 13 5 12101
0 11 6 12102
3 13 2 12103
0 13 6 12104
0 13 6 12105
0 15 7 12106
0 17 6 12107
0 14 6 12108
0 14 3 12109
1 12 5 12110
0 17 3 12111
0 15 3 12112
0 17 2 12113
3 17 2 12114
2 8 6 12115
17 6 4 12116
0 16 4 12117
2 16 8 12118
0 13 5 12119
0 9 2 12120
0 17 2 12121
0 16 2 12122
0 15 5 12123
0 13 3 12124
0 12 4 12125
1 14 3 12126
0 13 6 12127
1 16 2 12128
5 15 2 12129
1 13 2 12130
8 16 7 12131
0 11 2 12132
0 12 9 12133
0 16 9 12134
1 13 3 12135
0 14 4 12136
0 12 5 12137
0 16 2 12138
0 9 4 12139
3 9 3 12140
1 10 2 12141
0 15 6 12142
0 13 3 12143
0 0 7 12144
0 5 3 12145
0 15 5 12146
0 15 3 12147
2 12 7 12148
0 14 2 12149
0 11 5 12150
0 15 2 12151
0 17 5 12152
0 15 5 12153
0 17 2 12154
0 15 2 12155
0 12 7 12156
0 11 3 12157
0 16 2 12158
3 15 4 12159
2 14 5 12160
0 14 3 12161
0 12 3 12162
0 15 3 12163
4 13 6 12164
2 14 6 12165
0 11 5 12166
0 11 3 12167
0 8 5 12168
1 15 7 12169
1 7 3 12170
0 13 3 12171
0 11 2 12172
0 12 6 12173
2 16 3 12174
0 14 9 12175
0 14 2 12176
4 16 6 12177
1 13 6 12178
0 14 2 12179
0 9 8 12180
0 15 4 12181
1 15 2 12182
0 15 3 12183
6 16 5 12184
1 16 3 12185
0 15 3 12186
0 13 3 12187
1 16 9 12188
1 11 6 12189
0 11 4 12190
0 16 7 12191
0 13 2 12192
0 12 2 12193
0 14 7 12194
0 16 7 12195
2 16 2 12196
0 12 8 12197
0 8 6 12198
0 11 5 12199
0 16 4 12200
0 15 2 12201
0 13 7 12202
0 15 7 12203
0 12 9 12204
0 15 5 12205
1 15 3 12206
0 15 6 12207
4 10 6 12208
1 8 6 12209
2 15 2 12210
0 14 3 12211
0 16 3 12212
0 13 3 12213
3 17 4 12214
0 17 2 12215
3 13 8 12216
0 11 8 12217
0 14 7 12218
0 14 5 12219
0 9 2 12220
1 16 2 12221
3 11 6 12222
0 5 2 12223
3 16 5 12224
0 12 2 12225
0 12 5 12226
4 13 6 12227
0 14 2 12228
0 15 2 12229
3 13 4 12230
0 12 4 12231
0 10 2 12232
2 16 19 12233
0 17 5 12234
0 17 5 12235
0 12 2 12236
0 15 3 12237
0 16 2 12238
2 14 2 12239
0 15 5 12240
3 14 3 12241
0 15 6 12242
0 15 2 12243
0 15 5 12244
0 13 2 12245
4 14 6 12246
0 13 6 12247
0 13 12 12248
1 12 6 12249
3 12 2 12250
0 16 4 12251
0 9 4 12252
0 15 5 12253
0 15 6 12254
1 16 6 12255
0 17 5 12256
0 9 7 12257
0 4 7 12258
0 15 2 12259
4 16 4 12260
0 12 2 12261
0 13 3 12262
0 16 3 12263
0 13 7 12264
3 14 7 12265
0 16 3 12266
0 17 7 12267
0 8 6 12268
0 9 6 12269
0 12 2 12270
0 15 7 12271
0 16 7 12272
0 16 4 12273
0 15 9 12274
0 17 4 12275
0 16 2 12276
0 14 2 12277
0 17 5 12278
0 17 6 12279
0 11 4 12280
0 15 2 12281
0 16 5 12282
0 16 2 12283
0 17 5 12284
0 14 5 12285
3 15 5 12286
2 10 2 12287
0 8 7 12288
0 14 2 12289
2 6 2 12290
1 16 2 12291
0 15 5 12292
3 14 10 12293
0 10 5 12294
0 15 5 12295
0 10 3 12296
0 15 2 12297
0 12 19 12298
1 17 6 12299
3 16 5 12300
0 7 7 12301
0 13 8 12302
3 10 2 12303
0 11 6 12304
0 15 3 12305
0 12 8 12306
3 13 2 12307
3 15 12 12308
0 13 9 12309
0 15 5 12310
0 17 2 12311
0 9 2 12312
1 12 2 12313
0 13 2 12314
0 11 3 12315
0 8 2 12316
2 9 6 12317
0 11 12 12318
0 16 2 12319
3 12 5 12320
0 16 2 12321
2 12 2 12322
0 9 5 12323
0 10 6 12324
0 16 3 12325
0 15 6 12326
12 11 6 12327
1 16 5 12328
0 15 12 12329
2 16 6 12330
0 17 2 12331
0 6 2 12332
0 16 3 12333
0 15 3 12334
0 13 2 12335
3 15 6 12336
0 16 6 12337
1 16 26 12338
0 14 5 12339
2 14 2 12340
2 16 7 12341
0 7 3 12342
0 8 2 12343
0 17 2 12344
0 16 3 12345
0 15 6 12346
0 16 8 12347
0 16 5 12348
0 14 5 12349
0 16 5 12350
0 15 13 12351
0 12 2 12352
2 8 5 12353
1 16 11 12354
1 14 5 12355
0 14 2 12356
0 10 4 12357
1 16 2 12358
2 15 4 12359
0 17 2 12360
0 13 4 12361
0 15 2 12362
0 14 8 12363
5 16 5 12364
0 16 2 12365
10 16 5 12366
0 13 5 12367
0 11 3 12368
0 15 12 12369
2 17 3 12370
0 15 5 12371
0 13 4 12372
0 11 7 12373
0 9 5 12374
1 16 2 12375
0 10 6 12376
0 16 2 12377
0 9 7 12378
0 11 6 12379
1 10 3 12380
2 17 3 12381
0 16 5 12382
0 9 5 12383
0 15 3 12384
0 15 2 12385
2 16 5 12386
0 10 6 12387
6 15 2 12388
0 16 2 12389
0 8 5 12390
0 15 5 12391
0 14 2 12392
0 16 2 12393
0 16 4 12394
1 14 7 12395
0 7 2 12396
0 16 2 12397
0 7 11 12398
0 16 3 12399
0 10 3 12400
8 15 5 12401
0 13 2 12402
0 9 7 12403
12 9 3 12404
0 9 3 12405
0 12 2 12406
0 10 23 12407
1 10 4 12408
0 14 7 12409
0 12 3 12410
5 12 4 12411
0 13 2 12412
0 12 6 12413
0 16 5 12414
0 16 4 12415
0 15 3 12416
0 15 2 12417
0 16 3 12418
2 15 2 12419
1 15 9 12420
0 14 5 12421
0 13 6 12422
0 14 5 12423
0 13 5 12424
0 11 3 12425
0 11 2 12426
0 16 5 12427
0 16 3 12428
2 12 6 12429
0 16 2 12430
0 16 5 12431
0 16 3 12432
0 12 5 12433
0 10 5 12434
0 17 7 12435
1 8 8 12436
5 15 6 12437
5 14 5 12438
0 16 2 12439
1 17 3 12440
18 13 4 12441
0 17 5 12442
0 17 2 12443
4 16 8 12444
0 12 6 12445
0 15 2 12446
0 3 5 12447
2 13 3 12448
0 11 2 12449
0 16 2 12450
0 8 3 12451
0 15 2 12452
0 12 4 12453
0 16 2 12454
0 13 2 12455
0 13 6 12456
0 13 8 12457
0 15 10 12458
0 16 2 12459
2 12 9 12460
1 9 2 12461
0 10 22 12462
0 17 2 12463
2 14 16 12464
0 16 3 12465
0 9 6 12466
0 13 4 12467
0 14 7 12468
8 13 8 12469
0 14 2 12470
0 11 5 12471
1 15 2 12472
0 14 5 12473
0 12 5 12474
0 13 5 12475
0 15 8 12476
1 11 2 12477
0 14 11 12478
0 16 2 12479
0 16 2 12480
3 14 2 12481
0 11 2 12482
0 15 6 12483
4 15 6 12484
2 16 13 12485
0 17 2 12486
0 15 5 12487
1 11 4 12488
0 14 3 12489
0 16 3 12490
0 16 2 12491
0 17 5 12492
0 8 2 12493
0 8 2 12494
0 15 2 12495
0 14 2 12496
0 11 2 12497
0 15 5 12498
0 16 8 12499
0 14 8 12500
0 9 6 12501
0 13 7 12502
0 13 7 12503
1 11 3 12504
1 14 5 12505
0 13 6 12506
0 13 2 12507
3 16 4 12508
0 8 6 12509
7 16 3 12510
1 14 3 12511
0 15 4 12512
0 16 5 12513
0 14 2 12514
3 14 3 12515
0 12 5 12516
0 17 13 12517
0 17 2 12518
0 15 5 12519
4 13 6 12520
0 14 4 12521
1 14 4 12522
4 7 2 12523
1 17 2 12524
0 14 2 12525
2 16 7 12526
0 8 5 12527
1 16 6 12528
0 16 2 12529
0 10 2 12530
3 6 3 12531
0 16 7 12532
0 11 7 12533
0 17 4 12534
0 14 9 12535
0 16 2 12536
0 13 5 12537
0 16 6 12538
1 12 4 12539
0 8 4 12540
0 16 5 12541
0 17 4 12542
14 11 6 12543
5 15 3 12544
2 7 6 12545
0 15 9 12546
0 13 5 12547
0 16 3 12548
0 17 7 12549
2 12 2 12550
0 7 2 12551
0 16 2 12552
0 12 3 12553
0 13 13 12554
0 12 6 12555
2 9 7 12556
0 15 2 12557
0 14 12 12558
6 16 3 12559
0 16 8 12560
11 16 6 12561
0 16 5 12562
2 14 2 12563
15 13 3 12564
0 15 2 12565
0 15 3 12566
2 15 3 12567
1 17 7 12568
0 11 4 12569
0 13 5 12570
0 8 12 12571
8 11 3 12572
0 9 2 12573
0 16 3 12574
0 15 5 12575
7 14 2 12576
0 15 2 12577
0 11 5 12578
2 15 7 12579
0 15 2 12580
0 13 2 12581
0 16 2 12582
0 15 8 12583
0 17 2 12584
0 14 5 12585
3 14 9 12586
15 9 2 12587
0 16 3 12588
4 12 12 12589
0 17 7 12590
