compression mode LiteralsLengths - FseCompressed(State,Sym,BL,NB
0 17 2 12591
0 15 2 12592
0 17 2 12593
2 17 3 12594
2 15 2 12595
0 12 3 12596
5 0 5 12597
0 5 12 12598
0 17 2 12599
0 14 8 12600
0 14 7 12601
0 10 3 12602
0 16 2 12603
0 15 5 12604
0 12 2 12605
0 5 2 12606
0 15 4 12607
2 14 13 12608
0 15 2 12609
2 13 3 12610
1 14 5 12611
0 16 3 12612
0 10 2 12613
2 11 6 12614
2 15 4 12615
4 15 4 12616
2 16 2 12617
0 16 7 12618
1 13 2 12619
0 16 3 12620
0 15 5 12621
0 12 4 12622
0 15 4 12623
0 10 5 12624
3 7 4 12625
0 5 2 12626
0 16 17 12627
0 13 3 12628
0 5 6 12629
0 16 6 12630
12 9 2 12631
0 16 3 12632
6 14 3 12633
0 11 2 12634
0 8 3 12635
0 14 4 12636
2 17 3 12637
0 16 3 12638
0 16 2 12639
4 15 4 12640
2 8 2 12641
0 11 5 12642
0 8 2 12643
0 15 6 12644
0 15 2 12645
0 14 2 12646
3 16 3 12647
1 16 2 12648
0 16 2 12649
0 9 3 12650
0 14 2 12651
0 9 7 12652
0 15 2 12653
0 5 3 12654
1 12 8 12655
1 8 2 12656
0 12 5 12657
0 3 4 12658
4 12 3 12659
0 15 6 12660
0 15 2 12661
7 16 2 12662
2 16 3 12663
7 16 2 12664
0 11 5 12665
0 17 2 12666
0 8 3 12667
0 15 8 12668
0 11 2 12669
2 12 6 12670
2 13 2 12671
0 15 2 12672
0 15 7 12673
0 12 2 12674
2 15 8 12675
1 11 2 12676
1 16 6 12677
3 16 2 12678
0 7 3 12679
0 7 2 12680
0 13 5 12681
0 17 5 12682
0 13 8 12683
2 12 2 12684
0 17 5 12685
2 17 5 12686
0 14 3 12687
0 9 2 12688
0 9 2 12689
1 11 4 12690
0 12 7 12691
0 16 5 12692
0 16 5 12693
2 16 7 12694
0 15 3 12695
0 16 5 12696
0 16 3 12697
0 15 2 12698
0 12 3 12699
1 15 5 12700
0 14 3 12701
0 14 3 12702
0 7 3 12703
0 13 13 12704
1 13 6 12705
1 15 4 12706
0 16 2 12707
0 12 2 12708
3 15 5 12709
0 13 8 12710
0 10 6 12711
0 11 5 12712
2 14 6 12713
0 14 3 12714
0 12 4 12715
7 16 25 12716
0 14 5 12717
2 17 3 12718
1 16 2 12719
0 17 12 12720
0 15 5 12721
0 11 2 12722
4 11 2 12723
1 14 5 12724
0 13 2 12725
3 15 5 12726
0 13 6 12727
0 16 3 12728
2 14 2 12729
0 14 7 12730
2 16 4 12731
3 16 3 12732
0 13 2 12733
4 11 5 12734
0 13 3 12735
3 17 8 12736
0 8 2 12737
0 10 21 12738
0 14 3 12739
0 17 3 12740
0 16 3 12741
1 17 5 12742
0 12 2 12743
0 11 7 12744
0 15 5 12745
0 10 5 12746
0 15 5 12747
0 13 2 12748
0 17 3 12749
1 7 8 12750
0 15 5 12751
0 11 2 12752
0 16 6 12753
1 13 2 12754
0 7 5 12755
1 7 8 12756
1 15 2 12757
0 11 3 12758
0 15 2 12759
1 12 3 12760
0 13 4 12761
0 17 3 12762
0 9 5 12763
0 15 3 12764
0 16 2 12765
0 17 3 12766
0 16 6 12767
0 14 2 12768
0 17 2 12769
0 17 5 12770
0 16 6 12771
0 16 2 12772
0 14 2 12773
0 16 4 12774
0 8 5 12775
1 11 9 12776
0 11 2 12777
4 14 2 12778
2 10 2 12779
4 10 3 12780
0 10 5 12781
4 15 5 12782
0 16 4 12783
0 15 6 12784
2 8 5 12785
1 10 2 12786
2 16 2 12787
0 13 2 12788
0 15 2 12789
0 14 3 12790
4 16 5 12791
4 15 2 12792
3 16 2 12793
1 12 3 12794
0 13 5 12795
0 15 15 12796
0 16 6 12797
7 14 2 12798
0 16 5 12799
0 12 8 12800
0 7 2 12801
0 13 3 12802
0 12 2 12803
0 17 2 12804
0 14 2 12805
1 15 2 12806
0 8 3 12807
0 0 21 12808
4 5 2 12809
2 13 7 12810
0 5 3 12811
0 15 4 12812
0 14 2 12813
0 15 6 12814
0 13 2 12815
0 12 2 12816
0 15 2 12817
0 16 4 12818
0 15 3 12819
0 15 3 12820
0 9 6 12821
0 3 7 12822
1 15 2 12823
0 15 4 12824
0 13 19 12825
0 12 5 12826
0 14 4 12827
0 14 3 12828
0 14 5 12829
0 3 3 12830
1 14 6 12831
0 14 4 12832
4 13 2 12833
0 17 2 12834
1 13 2 12835
15 16 5 12836
0 16 6 12837
0 15 2 12838
0 16 2 12839
0 8 2 12840
2 11 2 12841
0 12 13 12842
0 16 2 12843
0 15 2 12844
0 15 2 12845
0 14 2 12846
7 10 3 12847
0 16 5 12848
3 11 7 12849
1 15 2 12850
0 15 2 12851
2 13 2 12852
0 11 2 12853
12 9 8 12854
0 12 5 12855
0 16 2 12856
0 11 5 12857
0 11 5 12858
0 15 2 12859
0 13 2 12860
0 11 3 12861
0 11 2 12862
0 13 2 12863
0 11 8 12864
0 14 2 12865
0 16 4 12866
0 15 10 12867
0 13 6 12868
0 8 5 12869
0 17 4 12870
0 17 5 12871
0 14 5 12872
0 13 7 12873
0 17 5 12874
1 14 3 12875
0 17 5 12876
1 14 3 12877
0 14 8 12878
0 16 3 12879
0 11 3 12880
0 9 3 12881
0 14 9 12882
0 13 2 12883
0 14 10 12884
0 10 2 12885
0 11 5 12886
3 16 2 12887
0 14 5 12888
0 16 7 12889
0 16 2 12890
1 13 5 12891
2 17 2 12892
1 17 3 12893
0 11 5 12894
0 15 3 12895
0 9 16 12896
0 13 2 12897
2 8 2 12898
0 17 2 12899
0 17 5 12900
1 4 2 12901
0 14 13 12902
0 14 3 12903
0 16 5 12904
0 16 2 12905
0 16 6 12906
0 15 2 12907
0 17 5 12908
3 10 6 12909
0 16 6 12910
1 14 8 12911
4 16 2 12912
0 16 5 12913
1 14 5 12914
3 17 5 12915
3 16 4 12916
0 15 6 12917
0 12 5 12918
1 9 6 12919
0 11 9 12920
1 15 2 12921
0 12 2 12922
2 14 2 12923
1 11 5 12924
0 14 5 12925
0 15 3 12926
0 17 30 12927
0 17 11 12928
0 14 3 12929
0 13 5 12930
0 11 5 12931
0 12 5 12932
1 0 4 12933
0 5 3 12934
0 16 2 12935
0 11 6 12936
0 16 2 12937
0 17 22 12938
0 16 3 12939
0 14 8 12940
1 16 4 12941
0 14 3 12942
0 16 5 12943
0 16 5 12944
0 5 3 12945
0 17 2 12946
0 16 2 12947
0 17 3 12948
0 17 2 12949
3 16 6 12950
2 13 6 12951
1 11 3 12952
1 16 5 12953
0 17 3 12954
0 17 9 12955
0 13 7 12956
0 13 5 12957
0 12 2 12958
0 10 2 12959
0 15 4 12960
3 11 4 12961
1 16 6 12962
1 13 2 12963
0 14 5 12964
0 16 6 12965
3 10 5 12966
0 14 6 12967
0 10 5 12968
0 14 2 12969
4 15 3 12970
0 15 2 12971
0 15 6 12972
2 10 3 12973
0 14 3 12974
0 12 3 12975
0 11 6 12976
0 13 6 12977
1 15 13 12978
0 15 3 12979
0 8 2 12980
2 16 4 12981
3 8 6 12982
0 16 6 12983
3 10 2 12984
0 15 13 12985
0 14 5 12986
0 13 3 12987
0 15 3 12988
0 14 3 12989
0 11 3 12990
0 15 2 12991
0 6 3 12992
0 16 6 12993
0 15 2 12994
1 16 2 12995
0 15 2 12996
2 11 2 12997
1 12 4 12998
0 15 26 12999
1 16 8 13000
0 13 5 13001
0 16 5 13002
0 16 3 13003
1 10 3 13004
0 16 7 13005
0 11 5 13006
0 16 5 13007
3 16 3 13008
2 10 2 13009
0 9 4 13010
0 14 2 13011
0 15 13 13012
0 16 3 13013
5 15 6 13014
3 14 5 13015
0 15 9 13016
0 14 6 13017
0 14 7 13018
0 14 8 13019
0 17 4 13020
0 16 4 13021
3 12 9 13022
0 14 5 13023
1 14 5 13024
0 11 5 13025
4 17 3 13026
5 15 1 13027
9 16 9 13028
1 12 10 13029
0 17 4 13030
3 15 6 13031
0 16 2 13032
1 14 5 13033
0 10 5 13034
0 16 5 13035
0 11 4 13036
2 10 3 13037
0 16 4 13038
0 10 7 13039
3 13 2 13040
0 12 5 13041
0 10 5 13042
1 16 9 13043
0 12 3 13044
0 15 2 13045
1 13 2 13046
0 15 7 13047
0 6 6 13048
2 9 2 13049
0 15 3 13050
0 14 3 13051
0 13 3 13052
0 12 9 13053
1 14 6 13054
0 16 5 13055
0 16 4 13056
1 15 3 13057
0 13 2 13058
0 12 9 13059
0 16 2 13060
2 14 5 13061
0 17 4 13062
0 16 3 13063
0 13 30 13064
0 17 6 13065
0 12 8 13066
0 16 2 13067
0 16 2 13068
0 17 2 13069
0 17 4 13070
5 15 3 13071
3 13 3 13072
2 16 2 13073
0 7 2 13074
3 12 7 13075
0 14 5 13076
1 16 5 13077
0 14 3 13078
1 9 2 13079
0 16 6 13080
0 9 4 13081
0 14 2 13082
0 14 5 13083
0 17 5 13084
0 12 2 13085
2 16 2 13086
0 15 3 13087
0 13 3 13088
0 8 10 13089
1 6 3 13090
0 15 5 13091
0 9 5 13092
0 15 6 13093
1 11 2 13094
0 15 5 13095
0 9 9 13096
1 12 8 13097
0 11 2 13098
0 12 6 13099
0 10 7 13100
0 15 3 13101
0 15 6 13102
0 14 4 13103
0 10 5 13104
0 12 3 13105
0 9 2 13106
3 12 2 13107
0 16 2 13108
0 13 2 13109
8 13 8 13110
5 13 5 13111
0 13 7 13112
0 14 4 13113
0 16 6 13114
3 13 2 13115
0 10 3 13116
0 16 2 13117
0 16 3 13118
1 16 2 13119
0 13 6 13120
2 17 7 13121
0 11 8 13122
4 15 7 13123
0 13 7 13124
0 9 4 13125
0 15 6 13126
0 14 8 13127
0 13 8 13128
1 14 3 13129
1 12 2 13130
0 13 5 13131
0 14 5 13132
0 15 4 13133
0 11 3 13134
1 14 5 13135
0 12 6 13136
0 14 4 13137
0 17 10 13138
0 10 5 13139
2 11 2 13140
0 17 2 13141
1 16 5 13142
0 17 5 13143
0 12 5 13144
1 13 2 13145
1 13 5 13146
2 14 11 13147
1 16 7 13148
0 14 3 13149
0 12 2 13150
1 13 8 13151
0 16 2 13152
1 13 7 13153
4 11 2 13154
0 10 7 13155
2 12 3 13156
0 14 2 13157
0 16 4 13158
0 10 2 13159
0 15 2 13160
1 15 5 13161
0 15 4 13162
0 16 8 13163
0 16 3 13164
0 15 5 13165
1 14 4 13166
0 14 6 13167
0 14 3 13168
1 17 6 13169
0 8 3 13170
1 10 2 13171
1 14 2 13172
0 16 6 13173
1 15 5 13174
0 10 1 13175
1 16 8 13176
0 8 5 13177
1 12 9 13178
2 15 3 13179
0 16 7 13180
0 13 3 13181
2 15 2 13182
0 16 2 13183
0 16 9 13184
0 9 5 13185
0 16 9 13186
0 16 5 13187
0 15 2 13188
0 15 2 13189
3 16 2 13190
0 14 2 13191
2 15 6 13192
0 17 4 13193
2 15 2 13194
0 14 3 13195
0 17 3 13196
0 8 5 13197
0 14 5 13198
0 16 5 13199
1 15 2 13200
7 16 3 13201
11 16 2 13202
0 6 2 13203
0 11 3 13204
0 14 3 13205
4 7 11 13206
0 16 5 13207
1 15 2 13208
3 14 9 13209
0 12 5 13210
5 15 5 13211
0 13 5 13212
0 10 2 13213
0 14 2 13214
0 14 3 13215
2 17 5 13216
0 15 6 13217
0 15 5 13218
0 16 6 13219
0 16 8 13220
0 13 4 13221
0 11 2 13222
2 8 2 13223
0 4 2 13224
3 11 3 13225
0 16 2 13226
0 15 8 13227
0 5 2 13228
0 14 7 13229
0 12 3 13230
1 9 3 13231
0 14 2 13232
3 16 7 13233
0 11 2 13234
0 12 2 13235
0 15 2 13236
1 15 6 13237
4 15 5 13238
2 15 2 13239
0 11 8 13240
3 12 6 13241
0 15 5 13242
2 15 4 13243
1 16 6 13244
0 12 2 13245
1 15 4 13246
1 11 4 13247
0 15 2 13248
0 15 3 13249
4 12 3 13250
0 15 2 13251
0 15 9 13252
1 11 11 13253
1 16 7 13254
0 13 3 13255
0 15 2 13256
0 15 7 13257
0 16 3 13258
0 13 2 13259
1 16 2 13260
3 15 5 13261
0 13 3 13262
0 16 5 13263
0 16 7 13264
0 10 11 13265
0 10 3 13266
0 6 7 13267
0 16 2 13268
0 17 5 13269
0 12 5 13270
0 13 3 13271
0 16 9 13272
0 10 5 13273
3 9 6 13274
0 11 5 13275
0 9 2 13276
0 11 13 13277
3 12 2 13278
0 9 5 13279
0 11 6 13280
0 17 6 13281
0 14 6 13282
0 17 3 13283
0 15 7 13284
2 16 6 13285
0 15 2 13286
0 14 5 13287
4 8 6 13288
0 16 11 13289
0 14 7 13290
0 14 5 13291
4 16 3 13292
0 8 3 13293
4 13 8 13294
0 12 2 13295
3 17 5 13296
1 13 2 13297
0 10 5 13298
0 10 5 13299
0 16 13 13300
0 16 2 13301
0 17 7 13302
2 14 2 13303
1 9 3 13304
0 6 9 13305
0 10 5 13306
0 16 2 13307
4 14 4 13308
0 12 4 13309
0 16 2 13310
0 13 3 13311
1 10 18 13312
4 14 5 13313
0 16 13 13314
4 13 8 13315
0 14 8 13316
0 14 20 13317
0 10 10 13318
0 14 3 13319
0 15 1 13320
1 15 4 13321
3 11 3 13322
0 15 8 13323
0 15 3 13324
0 16 6 13325
0 16 2 13326
0 14 5 13327
1 17 5 13328
0 7 5 13329
0 15 2 13330
1 14 7 13331
2 16 2 13332
0 16 2 13333
0 16 2 13334
0 16 2 13335
0 12 2 13336
0 16 2 13337
0 12 4 13338
5 15 8 13339
0 9 5 13340
0 10 3 13341
5 16 2 13342
0 16 2 13343
0 16 2 13344
0 15 5 13345
0 14 2 13346
0 12 2 13347
1 16 2 13348
1 17 3 13349
0 16 3 13350
0 14 2 13351
0 16 5 13352
1 16 3 13353
0 12 5 13354
0 12 2 13355
0 13 2 13356
18 9 2 13357
0 15 6 13358
0 15 8 13359
1 17 7 13360
0 16 8 13361
0 12 3 13362
0 13 6 13363
0 15 3 13364
0 17 3 13365
0 13 9 13366
0 8 5 13367
3 17 5 13368
6 11 3 13369
6 15 2 13370
0 16 4 13371
0 12 6 13372
1 10 3 13373
0 17 2 13374
0 17 3 13375
0 16 3 13376
1 16 2 13377
3 17 8 13378
0 16 15 13379
4 13 3 13380
0 12 3 13381
2 14 4 13382
4 12 2 13383
0 13 2 13384
1 7 5 13385
0 16 5 13386
0 14 5 13387
0 13 2 13388
0 17 2 13389
2 16 4 13390
0 8 5 13391
1 15 7 13392
1 11 5 13393
0 10 2 13394
0 14 6 13395
0 14 6 13396
0 10 2 13397
0 14 3 13398
0 12 7 13399
0 15 8 13400
0 16 3 13401
1 12 2 13402
0 15 2 13403
0 12 7 13404
2 16 2 13405
0 13 6 13406
0 16 3 13407
0 11 5 13408
4 16 2 13409
1 12 4 13410
0 12 5 13411
0 15 3 13412
0 14 2 13413
0 16 2 13414
0 11 6 13415
5 17 3 13416
0 15 10 13417
0 14 5 13418
6 16 3 13419
0 16 22 13420
1 10 3 13421
1 12 2 13422
0 16 6 13423
0 13 5 13424
0 12 1 13425
0 15 2 13426
0 15 5 13427
0 5 4 13428
0 13 6 13429
2 12 4 13430
2 16 6 13431
0 16 3 13432
5 14 3 13433
4 17 9 13434
0 16 2 13435
0 15 3 13436
0 15 3 13437
3 3 8 13438
0 17 5 13439
0 13 12 13440
2 16 3 13441
1 15 2 13442
0 10 5 13443
0 15 6 13444
6 16 2 13445
2 6 4 13446
0 14 3 13447
0 15 4 13448
0 13 3 13449
0 13 8 13450
0 16 3 13451
0 14 5 13452
0 16 2 13453
3 14 7 13454
0 12 5 13455
3 5 9 13456
0 8 5 13457
0 13 7 13458
0 16 5 13459
0 16 2 13460
0 17 5 13461
2 9 2 13462
0 16 5 13463
0 8 5 13464
0 15 2 13465
0 10 4 13466
0 14 5 13467
0 12 6 13468
0 16 8 13469
0 8 4 13470
0 16 5 13471
0 13 2 13472
1 14 4 13473
0 15 2 13474
3 14 5 13475
0 8 6 13476
3 12 6 13477
1 8 2 13478
0 13 4 13479
0 11 5 13480
0 15 3 13481
0 14 5 13482
0 12 3 13483
0 14 2 13484
1 15 3 13485
1 13 4 13486
0 13 7 13487
3 14 6 13488
8 16 2 13489
0 15 6 13490
1 11 2 13491
0 16 2 13492
0 7 8 13493
0 12 4 13494
0 11 7 13495
1 10 5 13496
0 10 5 13497
4 13 3 13498
3 14 3 13499
0 16 2 13500
0 11 3 13501
0 16 3 13502
1 15 2 13503
1 12 2 13504
0 15 4 13505
1 10 2 13506
2 12 2 13507
0 9 2 13508
0 15 3 13509
1 17 7 13510
0 11 2 13511
1 14 3 13512
0 17 3 13513
0 9 5 13514
18 15 3 13515
0 7 4 13516
0 13 5 13517
0 6 2 13518
1 15 5 13519
0 15 2 13520
3 16 6 13521
0 15 2 13522
0 17 3 13523
7 17 2 13524
0 9 3 13525
0 9 4 13526
0 16 4 13527
0 8 3 13528
0 8 7 13529
0 9 2 13530
1 5 2 13531
7 10 5 13532
2 16 5 13533
0 15 4 13534
0 15 5 13535
0 9 6 13536
0 13 3 13537
0 12 21 13538
0 11 2 13539
1 13 7 13540
0 13 5 13541
0 14 6 13542
0 15 7 13543
0 13 5 13544
9 17 3 13545
0 15 7 13546
0 16 7 13547
0 17 6 13548
0 16 6 13549
1 15 5 13550
0 14 7 13551
1 15 4 13552
0 14 2 13553
0 16 2 13554
0 16 5 13555
0 16 2 13556
1 10 2 13557
0 14 7 13558
1 13 5 13559
0 13 2 13560
0 3 6 13561
3 17 3 13562
0 15 5 13563
0 16 4 13564
1 17 3 13565
0 14 3 13566
0 12 5 13567
0 14 5 13568
0 3 4 13569
12 11 3 13570
0 15 2 13571
0 12 6 13572
0 16 5 13573
0 17 5 13574
0 9 5 13575
1 12 2 13576
0 16 5 13577
0 15 10 13578
0 6 24 13579
0 17 2 13580
0 12 3 13581
0 17 2 13582
0 16 13 13583
0 17 2 13584
0 12 2 13585
0 14 2 13586
1 14 6 13587
0 16 8 13588
0 11 6 13589
4 8 2 13590
0 14 2 13591
0 12 2 13592
0 8 2 13593
0 13 5 13594
1 11 2 13595
0 16 2 13596
0 6 3 13597
1 15 4 13598
0 16 2 13599
3 12 5 13600
4 9 9 13601
0 12 2 13602
3 15 2 13603
0 16 5 13604
1 13 2 13605
0 15 3 13606
0 14 7 13607
0 12 2 13608
3 10 6 13609
0 13 7 13610
1 14 7 13611
0 16 2 13612
0 15 5 13613
0 9 2 13614
0 15 6 13615
0 13 6 13616
1 17 2 13617
0 16 3 13618
0 11 3 13619
6 15 4 13620
0 13 5 13621
0 11 2 13622
0 10 3 13623
0 4 2 13624
0 13 2 13625
0 16 5 13626
0 10 5 13627
5 14 7 13628
0 17 3 13629
0 11 2 13630
2 13 6 13631
0 12 9 13632
0 13 3 13633
0 12 4 13634
0 16 5 13635
0 13 2 13636
0 12 17 13637
10 15 5 13638
1 15 5 13639
1 13 5 13640
1 14 25 13641
1 13 3 13642
1 10 6 13643
0 8 5 13644
1 14 5 13645
4 17 6 13646
3 14 5 13647
0 12 3 13648
0 15 4 13649
0 16 9 13650
0 15 3 13651
0 15 3 13652
0 15 6 13653
0 16 5 13654
0 14 6 13655
0 14 5 13656
6 12 6 13657
0 10 6 13658
0 12 4 13659
0 13 3 13660
1 10 2 13661
0 10 2 13662
1 17 5 13663
0 6 2 13664
5 13 3 13665
0 17 7 13666
3 12 2 13667
0 14 2 13668
0 15 2 13669
0 12 2 13670
0 13 12 13671
0 17 5 13672
0 11 5 13673
0 16 6 13674
0 11 6 13675
0 14 6 13676
0 12 6 13677
0 7 6 13678
0 12 18 13679
0 16 2 13680
0 14 2 13681
0 10 2 13682
0 13 10 13683
0 9 12 13684
0 17 3 13685
0 5 5 13686
0 16 3 13687
0 17 5 13688
6 16 2 13689
0 13 6 13690
0 16 5 13691
0 16 7 13692
4 10 9 13693
0 11 2 13694
0 15 5 13695
0 14 2 13696
0 15 2 13697
0 15 3 13698
1 12 2 13699
0 15 7 13700
0 16 3 13701
2 14 4 13702
1 5 2 13703
0 11 4 13704
1 13 3 13705
0 16 4 13706
4 16 3 13707
0 11 5 13708
0 13 6 13709
0 15 5 13710
0 16 3 13711
0 8 6 13712
0 16 1 13713
0 17 5 13714
0 15 2 13715
0 12 3 13716
0 10 3 13717
6 13 3 13718
0 12 3 13719
0 14 3 13720
0 16 6 13721
0 13 3 13722
0 10 3 13723
0 13 5 13724
0 14 6 13725
0 15 3 13726
4 16 5 13727
0 12 3 13728
0 16 4 13729
14 14 5 13730
2 13 2 13731
5 8 5 13732
0 17 3 13733
0 9 2 13734
0 13 2 13735
0 12 5 13736
0 13 2 13737
2 12 5 13738
0 14 6 13739
0 16 2 13740
0 17 3 13741
4 14 2 13742
3 12 2 13743
0 15 6 13744
0 7 9 13745
0 16 3 13746
6 9 5 13747
0 12 5 13748
2 14 2 13749
0 10 11 13750
0 12 6 13751
0 14 2 13752
0 7 2 13753
0 15 3 13754
0 13 2 13755
1 16 5 13756
0 13 9 13757
3 16 3 13758
0 14 2 13759
1 15 5 13760
2 15 2 13761
0 9 2 13762
0 10 3 13763
0 15 3 13764
0 16 4 13765
4 12 2 13766
0 15 6 13767
0 15 3 13768
0 15 3 13769
2 10 3 13770
0 15 15 13771
0 16 8 13772
4 13 2 13773
0 14 6 13774
12 17 2 13775
0 12 4 13776
2 16 8 13777
1 13 2 13778
2 11 2 13779
0 8 5 13780
0 16 3 13781
0 16 6 13782
0 15 3 13783
0 16 7 13784
0 14 4 13785
0 15 6 13786
4 10 6 13787
5 14 2 13788
0 15 5 13789
0 16 10 13790
1 7 3 13791
3 14 4 13792
0 17 2 13793
3 14 5 13794
0 14 5 13795
1 11 6 13796
1 17 2 13797
2 16 2 13798
0 17 3 13799
2 16 4 13800
0 11 3 13801
2 16 3 13802
1 13 2 13803
0 17 2 13804
1 14 10 13805
11 16 3 13806
0 15 7 13807
5 12 2 13808
0 8 2 13809
0 17 4 13810
3 16 2 13811
0 15 5 13812
4 12 4 13813
0 15 6 13814
4 15 3 13815
2 13 2 13816
0 14 6 13817
1 15 5 13818
5 13 5 13819
0 15 7 13820
0 13 2 13821
0 10 5 13822
0 17 3 13823
0 9 3 13824
3 15 21 13825
3 10 2 13826
0 16 6 13827
0 16 2 13828
0 15 7 13829
0 12 5 13830
0 15 2 13831
1 15 6 13832
0 13 3 13833
0 16 2 13834
0 15 2 13835
1 15 5 13836
0 15 2 13837
0 17 2 13838
1 8 6 13839
0 9 2 13840
0 16 5 13841
0 17 2 13842
1 9 2 13843
0 16 2 13844
0 9 4 13845
0 11 2 13846
0 12 4 13847
1 16 3 13848
0 17 6 13849
6 15 6 13850
1 16 4 13851
0 13 6 13852
1 15 4 13853
0 13 3 13854
0 15 5 13855
0 15 6 13856
0 16 3 13857
0 14 2 13858
0 14 5 13859
0 14 2 13860
0 12 2 13861
1 11 3 13862
0 16 4 13863
0 15 8 13864
0 15 3 13865
1 14 2 13866
0 17 2 13867
0 10 2 13868
0 14 5 13869
1 13 2 13870
0 9 8 13871
3 15 2 13872
0 17 5 13873
0 12 5 13874
0 11 7 13875
0 10 2 13876
0 15 3 13877
0 14 2 13878
0 15 2 13879
1 15 4 13880
0 15 3 13881
2 15 2 13882
0 13 6 13883
1 8 2 13884
0 14 7 13885
1 11 4 13886
0 10 3 13887
7 14 2 13888
0 10 2 13889
0 15 4 13890
0 13 2 13891
0 17 7 13892
0 13 8 13893
3 13 3 13894
0 13 3 13895
2 12 6 13896
0 14 3 13897
0 15 6 13898
0 17 2 13899
0 6 2 13900
0 12 2 13901
0 13 7 13902
1 16 8 13903
2 12 2 13904
0 11 7 13905
0 12 3 13906
0 5 5 13907
3 6 2 13908
0 16 2 13909
1 10 8 13910
0 14 2 13911
0 9 5 13912
0 13 2 13913
0 13 7 13914
18 16 7 13915
0 11 6 13916
4 14 3 13917
0 17 5 13918
1 15 2 13919
0 14 6 13920
0 9 2 13921
0 8 7 13922
0 7 3 13923
7 15 2 13924
2 17 5 13925
14 15 5 13926
0 8 2 13927
0 17 5 13928
0 14 2 13929
0 16 6 13930
0 16 5 13931
0 13 2 13932
1 13 2 13933
2 9 5 13934
0 14 3 13935
0 12 2 13936
4 9 3 13937
0 16 5 13938
4 12 3 13939
0 17 5 13940
3 10 3 13941
0 16 6 13942
1 14 2 13943
10 16 3 13944
0 14 2 13945
0 14 2 13946
1 10 2 13947
0 16 2 13948
0 8 2 13949
0 13 5 13950
0 8 2 13951
0 17 5 13952
3 16 2 13953
0 11 2 13954
0 11 6 13955
0 17 7 13956
1 16 5 13957
0 15 6 13958
7 16 15 13959
0 14 3 13960
0 13 3 13961
2 12 5 13962
0 13 2 13963
0 11 3 13964
0 14 6 13965
0 17 5 13966
0 14 9 13967
0 12 5 13968
3 15 5 13969
14 17 5 13970
2 13 3 13971
3 9 7 13972
0 10 4 13973
5 16 6 13974
0 10 5 13975
0 16 2 13976
0 16 7 13977
0 13 2 13978
0 16 8 13979
0 12 3 13980
0 12 2 13981
0 8 2 13982
4 17 2 13983
6 13 6 13984
0 14 6 13985
0 8 6 13986
0 11 15 13987
0 11 4 13988
0 10 9 13989
0 16 7 13990
0 15 5 13991
0 11 2 13992
0 16 6 13993
0 15 3 13994
0 12 9 13995
1 11 2 13996
0 17 8 13997
1 17 4 13998
0 11 5 13999
1 13 5 14000
5 13 6 14001
0 12 5 14002
0 5 3 14003
0 15 3 14004
0 14 2 14005
0 14 2 14006
0 9 6 14007
0 14 7 14008
0 16 5 14009
5 14 5 14010
0 11 2 14011
1 15 7 14012
0 16 2 14013
0 16 4 14014
0 12 3 14015
0 7 5 14016
0 15 2 14017
0 14 4 14018
0 14 7 14019
2 15 8 14020
0 15 2 14021
0 9 5 14022
0 13 3 14023
0 14 2 14024
0 15 2 14025
0 11 10 14026
1 17 2 14027
0 15 7 14028
0 9 5 14029
0 16 2 14030
0 15 19 14031
0 16 2 14032
0 9 5 14033
1 15 5 14034
0 16 5 14035
0 15 2 14036
0 14 8 14037
0 14 14 14038
0 13 2 14039
0 11 4 14040
1 10 5 14041
0 16 5 14042
0 15 5 14043
0 6 10 14044
0 16 2 14045
1 16 5 14046
0 7 6 14047
0 14 5 14048
0 16 3 14049
9 16 2 14050
0 14 3 14051
0 12 4 14052
0 15 2 14053
0 13 4 14054
2 14 6 14055
2 10 8 14056
4 15 2 14057
0 14 8 14058
1 15 6 14059
0 14 5 14060
1 8 6 14061
18 9 2 14062
0 15 2 14063
0 7 2 14064
0 16 2 14065
0 14 2 14066
0 12 2 14067
0 16 4 14068
0 8 3 14069
0 10 8 14070
0 15 2 14071
3 15 5 14072
0 14 2 14073
0 15 2 14074
0 10 4 14075
0 13 7 14076
2 16 8 14077
3 13 2 14078
0 15 2 14079
0 15 10 14080
0 14 7 14081
0 15 3 14082
0 14 5 14083
0 15 5 14084
0 13 2 14085
0 13 3 14086
0 17 5 14087
0 17 2 14088
0 17 2 14089
0 15 5 14090
0 15 5 14091
0 16 3 14092
0 13 5 14093
4 14 3 14094
1 9 2 14095
0 14 2 14096
0 12 2 14097
1 10 3 14098
0 14 3 14099
5 13 5 14100
0 14 2 14101
2 14 3 14102
0 12 2 14103
0 10 2 14104
1 12 3 14105
1 16 5 14106
0 16 13 14107
1 14 6 14108
3 15 8 14109
0 17 3 14110
0 15 5 14111
0 8 2 14112
1 8 2 14113
0 14 4 14114
1 15 5 14115
0 16 6 14116
0 15 2 14117
0 17 2 14118
1 17 2 14119
2 17 3 14120
0 17 2 14121
0 12 2 14122
2 16 2 14123
0 13 8 14124
0 16 3 14125
0 13 19 14126
15 12 5 14127
4 15 8 14128
2 10 6 14129
0 16 3 14130
0 14 7 14131
5 14 9 14132
0 12 5 14133
2 15 2 14134
0 15 2 14135
0 15 2 14136
0 14 2 14137
0 17 6 14138
4 13 2 14139
0 16 7 14140
4 14 3 14141
0 13 5 14142
